left_pupil_x,left_pupil_y,right_pupil_x,right_pupil_y,gaze_direction,status_L,status_R
542.2030772040359,1614.7556042551248,982.6356850199248,1614.498344277937,Blinking,Unknown,Unknown
542.2030772040359,1614.7556042551248,982.6356850199248,1614.498344277937,Blinking,Fixation,Fixation
371.70824824647076,1625.7119772707094,891.4769551195915,1639.2120621696677,Looking center,Saccade,Saccade
371.70824824647076,1625.7119772707094,891.4769551195915,1639.2120621696677,Looking center,Fixation,Fixation
413.3743186489143,1636.4286480207309,980.2264573534502,1661.199906338444,Looking center,Saccade,Saccade
413.3743186489143,1636.4286480207309,980.2264573534502,1661.199906338444,Looking center,Fixation,Fixation
404.4199047313209,1631.8794958253052,933.2778645670603,1633.093107542336,Looking center,Fixation,Saccade
404.4199047313209,1631.8794958253052,933.2778645670603,1633.093107542336,Looking center,Fixation,Fixation
477.6008833756226,1516.8361682799236,1014.8586019870236,1529.5225060827252,Looking center,Saccade,Saccade
477.6008833756226,1516.8361682799236,1014.8586019870236,1529.5225060827252,Looking center,Fixation,Fixation
466.954124873649,1615.5221211414353,982.0758135997692,1613.0274827577164,Blinking,Saccade,Saccade
466.954124873649,1615.5221211414353,982.0758135997692,1613.0274827577164,Blinking,Fixation,Fixation
467.9139164696611,1605.8875650118202,985.0297057638049,1598.8744659411527,Looking center,Fixation,Fixation
467.9139164696611,1605.8875650118202,985.0297057638049,1598.8744659411527,Looking center,Fixation,Fixation
452.81704053522236,1663.6808736717828,973.7824792128273,1674.8232435136874,Looking center,Saccade,Saccade
452.81704053522236,1663.6808736717828,973.7824792128273,1674.8232435136874,Looking center,Fixation,Fixation
478.266315939144,1651.3593535238638,1003.6270788856382,1658.307240188714,Looking center,Fixation,Saccade
478.266315939144,1651.3593535238638,1003.6270788856382,1658.307240188714,Looking center,Fixation,Fixation
496.0673189938881,1613.0500705218617,993.0287796737168,1580.0070161098056,Blinking,Saccade,Saccade
496.0673189938881,1613.0500705218617,993.0287796737168,1580.0070161098056,Blinking,Fixation,Fixation
466.57573713624976,1625.0918288687608,995.7512278308322,1598.9662119145066,Looking center,Saccade,Fixation
466.57573713624976,1625.0918288687608,995.7512278308322,1598.9662119145066,Looking center,Fixation,Fixation
452.40441370223976,1660.9606389986825,979.6973916406798,1644.4403268305655,Looking center,Saccade,Saccade
